AgvOpHours,AGVVersion,AxleLoadFront,AxleLoadRear,BatIsEveryBatteryFullyCharged,BatMinTemperature,BatStateOfChargePercentage,BatStateOfChargePercentageTemperature,Batt1BatteryID,Batt1CumulatedAhInDischarge,Batt2CumulatedAhInDischarge,Batt3CumulatedAhInDischarge,Batt4CumulatedAhInDischarge,Batt5CumulatedAhInDischarge,Batt6CumulatedAhInDischarge,Batt7CumulatedAhInDischarge,Batt8CumulatedAhInDischarge,Batt9CumulatedAhInDischarge,DrivingDistanceBackward,DrivingDistanceForward,DrivingOpHours,HighPressOpHours,LiftStateFront,LiftStateRear,PLCHydraulicCoolingOn,PLCVersion,TemperatureCabinetL1,TemperatureCabinetL2,TemperatureCabinetL3,TemperatureCabinetL4,TimeBeingAllocated,target
11808,None,0,0,None,33,52,52,AB_059_1,205501,204553,203695,206882,205964,204851,205145,203769,205928,18183,17945,4687,6114,0,0,0,None,25,26,24,22,17538,Management System - Direct Stop
11797,None,7000,7000,None,33,49,49,AB_019_1,189670,191205,186358,191731,190142,189835,190099,189936,190013,18170,17950,4202,5526,0,0,1,None,25,28,28,22,17323,Management System - Direct Stop
10911,None,4000,4000,None,40,87,87,AB_078_1,197548,201878,200604,200073,200570,198758,201364,199449,199697,19259,18793,4436,5752,0,0,1,None,24,26,25,22,24240,Management System - Direct Stop
11808,None,0,0,None,33,53,53,AB_059_1,205499,204551,203693,206880,205963,204850,205143,203768,205926,18183,17945,4687,6114,0,0,0,None,24,26,24,22,17538,Management System - Direct Stop
11731,None,9000,7000,None,40,91,91,AB_034_1,171294,170780,171292,169119,168292,168519,169949,170621,154780,20074,19798,4677,6123,0,0,0,None,24,29,28,23,23879,Management System - Direct Stop
12003,None,15000,14000,None,38,74,74,AB_002_1,120706,179778,181926,180025,180391,175846,181134,180148,179812,17441,17227,4854,6326,0,0,0,None,25,28,26,22,16192,Management System - Direct Stop
11808,None,0,0,None,33,53,53,AB_059_1,205498,204550,203692,206879,205961,204849,205142,203767,205925,18183,17945,4687,6114,0,0,0,None,24,26,24,22,17538,Management System - Direct Stop
11859,None,0,0,None,33,49,49,AB_020_1,204509,207265,207560,206403,203883,202481,204563,205154,204871,20008,19613,4797,6258,0,0,0,None,23,28,24,23,24014,Management System - Direct Stop
11837,None,0,0,None,36,53,53,AB_100_1,211376,213076,210009,212551,211357,208559,210888,212757,2325241,20090,19654,4694,6186,0,0,1,None,23,29,26,23,23412,Management System - Direct Stop
11808,None,0,0,None,33,53,53,AB_059_1,205497,204549,203691,206878,205960,204847,205141,203766,205924,18183,17945,4687,6114,0,0,0,None,23,27,24,22,17538,Management System - Direct Stop
11808,None,0,0,None,33,53,53,AB_059_1,205497,204549,203691,206877,205960,204847,205141,203765,205924,18183,17945,4687,6114,0,0,0,None,23,27,24,22,17538,Management System - Direct Stop
11731,None,0,0,None,40,93,93,AB_034_1,171278,170764,171276,169104,168277,168504,169934,170605,154765,20074,19798,4677,6123,0,0,1,None,24,30,28,23,23879,Management System - Direct Stop
10752,None,0,0,None,39,51,51,AB_004_1,0,177600,176997,175097,175419,40631,2626454,176937,176374,18843,18491,4388,5696,0,0,0,None,24,30,29,23,19822,Management System - Direct Stop
11808,None,0,0,None,33,53,53,AB_059_1,205497,204549,203691,206877,205960,204847,205141,203761,205919,18183,17945,4687,6114,0,0,0,None,23,27,24,22,17538,Management System - Direct Stop
11807,None,14000,13000,None,33,54,54,AB_059_1,205492,204544,203686,206873,205956,204843,205136,203761,205919,18182,17943,4687,6114,0,0,0,None,23,28,26,22,17537,Management System - Direct Stop
11822,None,15000,12000,None,37,53,53,AB_094_1,203834,204993,206931,206327,206023,204710,206106,207722,204035,20274,20007,4737,6190,0,0,0,None,24,28,26,23,25079,Management System - Direct Stop
11807,None,14000,13000,None,33,54,54,AB_059_1,205492,204544,203686,206873,205956,204843,205136,203761,205919,18182,17943,4687,6114,0,0,0,None,23,28,26,22,17537,Management System - Direct Stop
11822,None,13000,13000,None,37,53,53,AB_094_1,203830,204989,206928,206323,206019,204706,206102,207718,204031,20274,20007,4737,6190,0,0,1,None,24,29,29,23,25079,Management System - Direct Stop
11822,None,13000,13000,None,37,53,53,AB_094_1,203830,204989,206928,206323,206019,204706,206102,207718,204031,20274,20007,4737,6190,0,0,1,None,24,29,29,23,25079,Management System - Direct Stop
10880,None,0,0,None,33,45,45,AB_092_1,191085,186130,193136,188143,193064,189637,190300,190742,190668,18172,17769,4354,5679,0,0,0,None,25,25,23,26,17379,Management System - Direct Stop
10395,100180514,5000,5000,None,44,75,75,AB_113_1,198673,200771,201628,201835,201843,201036,200128,200593,270587,19299,19077,4129,5410,0,0,0,None,23,30,31,24,24020,Management System - Direct Stop
10910,None,5000,6000,None,41,94,94,AB_078_1,197519,201849,200575,200044,200541,198730,201335,199420,199668,19258,18792,4436,5752,0,0,0,None,23,26,24,22,24239,Management System - Direct Stop
11836,None,0,0,None,41,79,79,AB_082_1,196087,189758,195297,193856,196413,193994,192631,195721,43392,14486,14221,4734,6186,0,0,1,None,23,29,28,23,12606,Management System - Direct Stop
11976,None,0,0,None,35,78,78,AB_117_1,192453,193429,192686,190872,195209,33043,192527,192182,189358,20044,19687,4741,6209,0,0,0,None,25,30,28,24,24630,Management System - Direct Stop
10747,None,11000,14000,None,42,92,92,AB_004_1,0,177379,176777,174873,175201,40410,2626234,176717,176156,18830,18480,4386,5693,0,0,1,None,27,31,29,28,19816,Management System - Direct Stop
10812,None,13000,10000,None,38,60,60,AB_116_1,192295,186240,180702,104431,191097,189134,191964,192123,189829,19265,18660,4400,5709,0,0,1,None,27,32,34,27,24176,Management System - Direct Stop
10747,None,11000,14000,None,42,93,93,AB_004_1,0,177379,176777,174873,175201,40410,2626234,176717,176156,18830,18480,4386,5693,0,0,1,None,27,31,29,28,19816,Management System - Direct Stop
10627,None,0,0,None,27,71,69,AB_052_1,197338,196848,198788,0,198030,195988,196355,197139,197488,17050,16561,4258,5551,0,0,0,None,21,25,23,23,17556,Management System - Direct Stop
11531,None,0,0,None,31,84,84,AB_090_1,213159,214009,215353,215700,215253,210244,215969,217159,212880,12293,11945,4190,5473,0,0,0,None,24,21,20,20,10605,Management System - Direct Stop
10173,None,16000,15000,None,36,82,82,AB_073_1,187030,193191,192140,185016,192499,186830,192650,188389,189597,1092,995,4062,5333,0,0,0,None,25,30,30,25,857,Management System - Direct Stop
10914,None,13000,14000,None,34,57,57,AB_040_1,196872,195985,948870,195215,193456,190286,196239,196381,198872,19992,19376,4357,5694,0,0,1,None,23,29,29,25,23932,Management System - Direct Stop
12153,None,0,0,None,36,67,67,AB_042_1,191874,194136,195838,194958,194720,189096,194170,194575,1947566,20836,20458,4846,6341,0,0,0,None,25,27,28,24,26689,Management System - Direct Stop
11725,None,0,0,None,34,83,83,AB_075_1,175243,173216,174257,172778,172878,172473,174107,172728,174866,20062,19783,4674,6120,0,0,1,None,24,31,29,25,23870,Management System - Direct Stop
11852,None,0,0,None,38,96,96,AB_049_1,208299,208782,208886,208103,207192,204105,209271,208732,208302,20005,19795,4738,6203,0,0,1,None,25,30,29,25,24601,Management System - Direct Stop
10877,None,0,0,None,36,66,66,AB_092_1,190970,186018,193019,188027,192948,189522,190186,190628,190553,18165,17763,4353,5677,0,0,1,None,25,29,25,24,17371,Management System - Direct Stop
11568,None,13000,13000,None,35,50,50,AB_051_1,183480,172803,183944,183829,174833,180072,183553,183661,182943,19840,19536,4624,6077,0,0,1,None,24,30,30,25,22756,Management System - Direct Stop
11531,None,0,0,None,31,84,84,AB_090_1,213159,214009,215353,215700,215253,210244,215969,217159,212880,12293,11945,4190,5473,0,0,0,None,24,21,20,21,10605,Management System - Direct Stop
11680,None,0,0,None,21,43,39,AB_069_1,41776,41059,41838,42313,41801,41309,41715,41292,41629,20023,19818,4663,6103,0,0,1,None,20,18,18,19,24303,Management System - Direct Stop
11767,None,0,0,None,38,81,81,AB_103_1,209290,210117,208509,209195,208543,209803,210245,209600,210266,19912,19449,3956,5166,0,0,0,None,23,32,33,25,23479,Management System - Direct Stop
11531,None,0,0,None,36,84,84,AB_090_1,213159,214009,215352,215700,215252,210244,215968,217159,212880,12292,11944,4189,5473,0,0,0,None,23,23,22,21,10598,Management System - Direct Stop
11742,None,2000,2000,None,12,63,52,AB_017_1,177013,184122,185695,185207,185332,183211,184914,182322,184260,706,634,4677,6374,0,0,0,None,24,24,25,22,529,Management System - Direct Stop
11905,None,0,0,None,30,63,63,AB_055_1,208730,211394,211023,206976,207935,206152,209173,208861,955818,20014,19728,4752,6226,0,0,0,None,25,23,22,24,23964,Management System - Direct Stop
11531,None,0,0,None,37,84,84,AB_090_1,213154,214004,215347,215694,215247,210238,215963,217153,212875,12292,11944,4189,5473,0,0,0,None,23,21,20,21,10598,Management System - Direct Stop
11930,None,0,0,None,21,74,68,AB_068_1,193022,193604,1083599,191659,192074,189988,194003,193393,194732,18376,17828,4739,6222,0,0,0,None,23,20,19,20,17318,Management System - Direct Stop
11758,None,0,0,None,33,75,75,AB_003_1,190603,189997,190279,190441,189369,185539,186504,189305,189095,721,668,4756,6077,0,0,0,None,23,22,20,21,518,Management System - Direct Stop
11990,None,25000,23000,None,33,54,54,AB_087_1,199966,199426,199882,199211,201899,197958,198245,199894,198491,17410,17200,4847,6318,0,0,0,None,23,28,25,23,16177,Management System - Direct Stop
11990,None,25000,23000,None,33,54,54,AB_087_1,199965,199425,199881,199210,201898,197957,198244,199893,198490,17410,17200,4847,6318,0,0,0,None,24,28,26,23,16177,Management System - Direct Stop
11990,None,25000,23000,None,33,54,54,AB_087_1,199965,199425,199880,199209,201898,197957,198244,199892,198490,17410,17200,4847,6318,0,0,0,None,24,28,26,23,16177,Management System - Direct Stop
10910,None,12000,1000,None,39,90,90,AB_040_1,196701,195812,948697,195044,193286,190121,196067,196208,198697,19984,19368,4355,5691,0,0,0,None,22,26,24,22,23924,Management System - Direct Stop
11989,None,7000,8000,None,35,62,62,AB_087_1,199916,199376,199832,199161,201849,197908,198195,199844,198442,17408,17197,4847,6317,0,0,0,None,24,27,25,22,16174,Management System - Direct Stop
11755,None,0,0,None,38,89,89,AB_003_1,190534,189929,190210,190373,189301,185473,186437,189236,189027,716,665,4755,6075,0,0,0,None,25,27,24,22,509,Management System - Direct Stop
11781,None,0,0,None,41,98,98,AB_099_1,190002,189588,189512,190497,188020,173485,188755,189898,190487,18140,17925,4196,5517,0,0,0,None,24,25,22,23,17297,Management System - Direct Stop
11449,None,14000,15000,None,43,99,99,AB_077_1,196570,197037,197098,3188778,195399,195636,197348,198229,196047,19520,19082,4477,5868,0,0,0,None,25,28,26,25,24690,Management System - Direct Stop
11449,None,14000,15000,None,43,99,99,AB_077_1,196570,197037,197098,3188778,195399,195636,197348,198229,196047,19520,19082,4477,5868,0,0,0,None,25,28,26,25,24690,Management System - Direct Stop
11927,None,0,0,None,25,92,84,AB_068_1,192933,193513,1083507,191570,191984,189900,193912,193303,194641,18371,17823,4738,6221,0,0,0,None,25,27,28,24,17307,Management System - Direct Stop
11842,None,34000,3000,None,40,74,74,AB_085_1,190884,193064,189594,194438,190546,187077,189169,194745,190360,19970,19586,4789,6248,0,0,0,None,26,30,28,26,23986,Management System - Direct Stop
11877,None,11000,11000,None,33,89,89,AB_041_1,192900,193878,194906,190414,193177,190083,195264,195248,193303,19195,18747,4725,6194,0,0,0,None,26,29,26,26,19707,Management System - Direct Stop
11963,None,0,0,None,38,67,67,AB_020_1,204199,206952,207246,206090,203576,202176,204255,204845,204562,20018,19659,4735,6201,0,0,0,None,26,30,28,25,24605,Management System - Direct Stop
12141,None,0,0,None,42,89,89,AB_112_1,213941,213821,215378,947517,212164,211657,209775,213476,211439,20816,20437,4841,6335,0,0,0,None,25,27,29,26,26669,Management System - Direct Stop
11816,None,0,0,None,40,87,87,AB_035_1,0,4561213,183911,183848,181497,182171,184395,184900,151887,1138,1089,4750,6226,0,0,0,None,25,31,27,26,843,Management System - Direct Stop
11544,None,2000,2000,None,43,88,88,AB_056_1,188859,183585,190377,191044,186755,189107,189369,189533,189364,19497,19020,4467,5855,0,0,0,None,24,31,29,27,25465,Management System - Direct Stop
10893,None,30000,30000,None,40,79,79,AB_047_1,181325,177126,179942,180561,180179,172653,179213,179535,173572,19219,18762,4428,5742,0,0,0,None,27,31,27,27,24211,Management System - Direct Stop
11070,None,5000,4000,None,41,71,71,AB_008_1,207708,209536,209167,209689,210089,198740,207236,208570,208478,18056,17843,4494,5853,0,0,0,None,25,30,28,26,17919,Management System - Direct Stop
11801,None,10000,8000,None,37,97,97,AB_074_1,209538,210499,209637,208502,209677,209267,206710,208671,208476,20235,19964,4729,6179,0,0,0,None,25,30,29,27,25050,Management System - Direct Stop
11520,None,26000,25000,None,44,85,85,AB_001_1,167566,170893,168988,168755,167032,93369,169414,168411,116155,586,549,4600,6037,0,0,0,None,24,28,27,25,418,Management System - Direct Stop
10163,None,15500,15500,None,44,88,88,AB_084_1,182524,185032,184869,185029,184231,181649,184901,184983,183324,1074,977,4057,5327,0,0,0,None,26,32,31,26,837,Management System - Direct Stop
11285,None,0,0,None,34,86,86,AB_062_1,166907,167130,165333,167883,168012,162738,168031,159730,165498,19612,19152,4468,5870,0,0,0,None,25,29,27,25,22749,Management System - Direct Stop
10801,None,0,0,None,39,100,100,AB_113_1,198244,200335,201196,201403,201405,200602,199696,200163,270160,19239,18639,4395,5703,0,0,1,None,25,30,32,26,24154,Management System - Direct Stop
11842,None,0,0,None,40,70,70,AB_005_1,204194,205022,205956,204778,203322,201513,202796,206321,204136,19985,19777,4733,6197,0,0,0,None,24,31,28,26,24581,Management System - Direct Stop
11753,None,0,0,None,37,60,60,AB_073_1,186937,193092,192041,184923,192401,186737,192551,188293,189500,711,661,4754,6074,0,0,0,None,25,31,28,26,505,Management System - Direct Stop
11359,None,0,0,None,42,90,90,AB_010_1,187501,186289,187614,190325,184237,178638,42224,185117,188971,707,680,4221,5486,0,0,0,None,25,31,29,25,519,Management System - Direct Stop
11534,None,4000,3000,None,42,62,62,AB_039_1,195830,197167,198457,197612,195141,195545,194837,197686,196746,642,628,3963,5159,0,0,0,None,26,28,26,26,499,Management System - Direct Stop
11884,None,0,0,None,38,72,72,AB_027_1,195158,194424,184842,0,183080,193405,195905,194924,195640,18471,18111,4739,6199,0,0,0,None,25,27,24,25,17613,Management System - Direct Stop
11738,None,0,0,None,17,90,78,AB_017_1,176879,183980,185552,185065,185190,183070,184772,182183,184118,699,629,4676,6372,0,0,0,None,24,27,28,26,516,Management System - Direct Stop
11840,None,0,0,None,40,77,77,AB_085_1,190872,193051,189582,194425,190533,187065,189156,194732,190347,19966,19583,4789,6247,0,0,0,None,25,32,30,26,23984,Management System - Direct Stop
12028,None,0,0,None,41,64,64,AB_064_1,0,177237,176636,174729,175061,40269,2626093,176576,176015,18449,18150,4737,6220,0,0,1,None,25,31,30,26,17712,Management System - Direct Stop
11997,None,0,0,None,38,85,85,AB_110_1,202213,202444,201056,203517,200824,201982,201519,204278,201796,1787,1620,4734,6243,0,0,0,None,25,32,32,25,1365,Management System - Direct Stop
10866,None,2000,2000,None,35,76,76,AB_043_1,1138110,200146,202256,200732,198575,198103,200461,201290,201484,18147,17744,4348,5672,0,0,0,None,24,31,29,25,17351,Management System - Direct Stop
12140,None,0,0,None,41,66,66,AB_072_1,202002,199932,192708,197228,197205,197386,201857,199655,202271,20645,20364,3982,5186,0,0,0,None,25,30,30,26,26053,Management System - Direct Stop
11555,None,4000,0,None,42,82,82,AB_088_1,204200,202533,203463,196816,205758,202528,205741,202549,203622,19817,19510,4619,6070,0,0,1,None,24,32,31,25,22736,Management System - Direct Stop
11868,None,4000,5000,None,39,64,64,AB_115_1,200174,198565,199533,202858,200273,195981,200698,203285,197194,20267,19768,4754,6205,0,0,0,None,23,31,30,26,23842,Management System - Direct Stop
11548,None,0,0,None,40,73,73,AB_009_1,216015,202138,2428914,211203,212710,208128,211355,213645,212944,20131,19780,4644,6090,0,0,0,None,24,32,31,26,24266,Management System - Direct Stop
10734,None,12000,2000,None,42,72,72,AB_049_1,208224,208707,208811,208027,207117,204031,209195,208656,208226,18806,18457,4380,5686,0,0,0,None,25,32,30,26,19793,Management System - Direct Stop
11873,None,2000,2000,None,36,64,64,AB_075_1,175144,173115,174156,172678,172777,172372,174006,172628,174764,2731,2629,4743,6220,0,0,0,None,26,29,30,24,2233,Management System - Direct Stop
11779,None,0,0,None,38,69,69,AB_059_1,205204,204260,203403,206585,205668,204557,204850,203477,205631,18136,17921,4195,5516,0,0,0,None,25,31,29,26,17294,Management System - Direct Stop
10377,100180514,10000,10000,None,37,74,74,AB_007_1,194131,192193,194240,194394,192345,189708,192628,193390,191929,19259,19044,4121,5400,0,0,1,None,25,31,31,25,23992,Management System - Direct Stop
11029,None,0,0,None,29,94,93,AB_015_1,196648,194965,197383,195693,195647,191142,197677,184816,196321,18660,18134,3549,4631,0,0,0,None,24,23,21,25,18987,Management System - Direct Stop
11628,None,19000,6000,None,34,70,70,AB_117_1,192279,193254,192514,190699,195032,32874,192353,192007,189187,19488,19290,4621,6059,1,1,0,None,24,30,28,25,24990,Management System - Direct Stop
11660,None,2000,23000,None,40,96,96,AB_104_1,192883,0,196060,187636,193014,192457,194151,192783,191927,19198,18985,4613,6068,0,0,0,None,25,29,31,27,20992,Management System - Direct Stop
11880,None,0,0,None,39,59,59,AB_014_1,197604,198774,199100,199341,178425,194312,197662,199324,198617,17101,16844,4723,6210,0,0,0,None,26,30,28,26,15795,Management System - Direct Stop
11074,None,0,0,None,23,66,61,AB_016_1,196280,197640,198006,198322,196835,193331,196613,198601,197948,16289,15810,4421,5780,0,0,0,None,25,31,32,25,14665,Management System - Direct Stop
11591,None,0,0,None,42,97,97,AB_046_1,208782,213117,202270,196440,207245,206633,209770,211823,208560,710,679,3647,4759,0,0,0,None,25,30,29,26,503,Management System - Direct Stop
11448,None,2000,23000,None,42,66,66,AB_111_1,186360,193197,195849,192291,197982,195904,193631,196737,196383,19517,19080,4477,5867,0,0,0,None,24,32,28,26,24688,Management System - Direct Stop
11984,None,0,0,None,41,89,89,AB_087_1,199777,199237,199693,199023,201708,197771,198058,199705,198305,17400,17188,4845,6315,0,0,0,None,25,32,30,26,16165,Management System - Direct Stop
11793,None,0,0,None,43,84,84,AB_061_1,207657,207172,205176,206294,206823,203757,205113,206692,205946,18159,17919,4681,6107,0,0,0,None,27,31,29,26,17509,Management System - Direct Stop
11735,None,0,0,None,41,80,80,AB_006_1,194326,194920,197434,197355,195532,192945,194750,195613,194235,3952,3766,4744,6198,0,0,0,None,24,30,29,26,3153,Management System - Direct Stop
11825,None,4000,4000,None,41,56,56,AB_116_1,192091,186031,180495,104228,190889,188933,191757,191915,189625,20178,19801,4649,6083,0,0,0,None,24,31,31,25,24928,Management System - Direct Stop
11819,None,0,0,None,37,87,87,AB_034_1,171002,170489,171007,168837,168010,168233,169661,170331,154493,14451,14183,4727,6176,0,0,0,None,25,32,31,27,12578,Management System - Direct Stop
8570,None,0,0,None,32,84,84,AB_102_1,188651,184711,189415,188323,185318,186201,187780,180389,188197,667,625,3571,4639,0,0,0,None,25,28,28,27,500,Management System - Direct Stop
11453,None,0,0,None,43,95,95,AB_093_1,186913,183129,187867,184317,186695,184742,187108,189368,4577,17012,16582,4593,6035,0,0,1,None,25,30,30,24,15676,Management System - Direct Stop
11756,None,0,0,None,42,71,71,AB_037_1,186676,190205,0,186000,186950,186396,188312,188038,186187,19892,19432,3951,5160,0,0,0,None,25,30,30,25,23461,Management System - Direct Stop
10624,None,0,0,None,39,82,82,AB_052_1,197290,196801,198740,0,197982,195941,196307,197091,197440,17046,16557,4257,5550,0,0,0,None,23,32,30,26,17554,Management System - Direct Stop
11821,None,0,0,None,40,84,84,AB_082_1,195763,189439,194974,193538,196090,193673,192315,195398,43078,20052,19624,4687,6177,0,0,0,None,25,24,22,25,23383,Management System - Direct Stop
11959,None,0,0,None,40,84,84,AB_018_1,194679,195042,193772,192846,193708,191153,194225,5674890,194786,2743,2623,4793,6274,0,0,0,None,24,31,30,26,2117,Management System - Direct Stop
10905,None,0,0,None,43,80,80,AB_094_1,203490,204646,206582,205976,205681,204366,205755,207369,203689,19977,19359,4353,5689,0,0,1,None,25,32,31,27,23912,Management System - Direct Stop
11527,None,6000,6000,None,38,71,71,AB_025_1,186237,186905,187321,186365,185886,186740,185909,186988,186465,12285,11938,4188,5471,0,0,1,None,27,32,32,26,10585,Management System - Direct Stop
11897,None,15000,17000,None,41,74,74,AB_011_1,195448,195472,195657,197664,194894,195371,194156,192800,195890,20195,19636,4717,6194,0,0,0,None,24,32,29,25,25288,Management System - Direct Stop
11363,None,20000,22000,None,38,68,68,AB_066_1,196366,192787,192344,191756,193669,188081,194042,191889,191768,2952,2848,4017,5266,0,0,0,None,24,29,24,24,2288,Management System - Direct Stop
11714,None,0,0,None,44,99,99,AB_065_1,1387464,195563,195645,194589,196520,191959,195496,8608252,195926,20046,19758,4669,6114,0,0,0,None,25,26,23,24,23851,Management System - Direct Stop
11925,None,0,0,None,37,44,44,AB_070_1,209459,208209,210941,209416,209229,208951,211234,211178,211439,18367,17819,4737,6220,0,0,0,None,24,30,31,26,17306,Management System - Direct Stop
11884,None,0,0,None,38,72,72,AB_027_1,195158,194424,184842,0,183080,193405,176887,194924,195640,18471,18111,4739,6199,0,0,0,None,24,27,25,25,17613,Management System - Direct Stop
11821,None,0,0,None,40,84,84,AB_082_1,195763,189439,194974,193538,196090,193673,192315,195398,43078,20052,19624,4687,6177,0,0,0,None,25,25,23,26,23383,Management System - Direct Stop
12140,None,0,0,None,41,66,66,AB_072_1,202002,199932,192708,197228,197205,197386,201857,199655,202271,20645,20364,3982,5186,0,0,0,None,26,30,30,26,26053,Management System - Direct Stop
11873,None,2000,2000,None,36,64,64,AB_075_1,175144,173115,174156,172678,172777,172372,174006,172628,174764,2731,2629,4743,6220,0,0,1,None,27,29,29,24,2233,Management System - Direct Stop
11779,None,2000,2000,None,38,69,69,AB_059_1,205202,204258,203401,206582,205665,204555,204847,203474,205629,18136,17921,4195,5516,0,0,1,None,25,32,30,26,17294,Management System - Direct Stop
11963,None,0,0,None,39,67,67,AB_020_1,204198,206951,207245,206088,203574,202175,204254,204844,204560,20018,19659,4735,6201,0,0,0,None,26,29,27,26,24605,Management System - Direct Stop
11816,None,0,0,None,40,87,87,AB_035_1,0,4561213,183907,183848,181493,182167,184395,184900,151887,1138,1089,4750,6226,0,0,1,None,26,31,27,26,843,Management System - Direct Stop
11877,None,0,0,None,33,90,90,AB_041_1,192896,193875,194903,190411,193174,190079,195261,195245,193300,19195,18747,4725,6194,0,0,0,None,25,30,27,26,19707,Management System - Direct Stop
10893,None,30000,30000,None,40,80,80,AB_047_1,181325,177126,179942,180561,180179,172653,179213,179535,173572,19219,18762,4428,5742,0,0,0,None,28,31,27,27,24211,Management System - Direct Stop
11544,None,0,0,None,43,88,88,AB_056_1,188858,183584,190376,191044,186755,189106,189368,189532,189363,19497,19020,4467,5855,0,0,1,None,26,31,29,27,25465,Management System - Direct Stop
11628,None,0,0,None,34,70,70,AB_117_1,192277,193252,192512,190697,195030,32872,192351,192005,189185,19488,19290,4621,6059,0,0,0,None,26,29,27,26,24990,Management System - Direct Stop
11660,None,0,0,None,40,96,96,AB_104_1,192883,0,196060,187636,193014,192457,194151,192783,191927,19198,18985,4613,6068,0,0,0,None,24,30,31,26,20992,Management System - Direct Stop
10163,None,0,0,None,44,88,88,AB_084_1,182524,185032,184868,185028,184230,181648,184901,184982,183323,1074,977,4057,5327,0,0,0,None,26,31,31,27,837,Management System - Direct Stop
11880,None,0,0,None,39,59,59,AB_014_1,197600,198770,199096,199337,178421,194308,197658,199320,198614,17101,16844,4723,6210,0,0,1,None,25,29,27,26,15795,Management System - Direct Stop
11520,None,0,0,None,44,85,85,AB_001_1,167562,170889,168983,168750,167027,93364,169410,168407,116151,586,549,4600,6037,0,0,0,None,24,28,27,25,418,Management System - Direct Stop
10801,None,0,0,None,39,100,100,AB_113_1,198244,200335,201196,201403,201405,200602,199696,200163,270160,19239,18639,4395,5703,0,0,1,None,27,30,32,26,24154,Management System - Direct Stop
11842,None,0,0,None,40,70,70,AB_005_1,204194,205022,205956,204778,203322,201513,202796,206321,204136,19985,19777,4733,6197,0,0,0,None,25,31,29,27,24581,Management System - Direct Stop
11074,None,0,0,None,23,67,62,AB_016_1,196280,197640,198006,198322,196835,193331,196613,198600,197948,16289,15810,4421,5780,0,0,0,None,26,31,33,26,14665,Management System - Direct Stop
11591,None,0,0,None,42,97,97,AB_046_1,208780,213115,202268,196438,207243,206631,209768,211821,208559,710,679,3647,4759,0,0,1,None,25,30,29,26,503,Management System - Direct Stop
11793,None,0,0,None,43,84,84,AB_061_1,207657,207172,205176,206294,206823,203757,205113,206692,205946,18159,17919,4681,6107,0,0,0,None,26,31,30,26,17509,Management System - Direct Stop
11984,None,0,0,None,41,89,89,AB_087_1,199777,199236,199692,199022,201707,197770,198057,199704,198304,17400,17188,4845,6315,0,0,1,None,25,32,30,26,16165,Management System - Direct Stop
11359,None,16000,19000,None,42,90,90,AB_010_1,187499,186287,187612,190323,184235,178635,42222,185115,188969,707,680,4221,5486,1,1,0,None,25,31,29,25,519,Management System - Direct Stop
11534,None,4000,3000,None,42,62,62,AB_039_1,195828,197165,198454,197609,195139,195542,194835,197684,196744,642,628,3963,5159,0,0,0,None,26,28,26,26,499,Management System - Direct Stop
12028,None,0,0,None,41,64,64,AB_064_1,0,177237,176636,174729,175061,40269,2626093,176576,176015,18449,18150,4737,6220,0,0,0,None,26,32,32,27,17712,Management System - Direct Stop
11738,None,0,0,None,17,90,78,AB_017_1,176879,183980,185552,185065,185190,183070,184772,182183,184118,699,629,4676,6372,0,0,0,None,25,27,29,26,516,Management System - Direct Stop
10866,None,2000,2000,None,35,76,76,AB_043_1,1138110,200146,202256,200732,198575,198103,200461,201290,201484,18147,17744,4348,5672,0,0,0,None,26,32,30,26,17351,Management System - Direct Stop
11840,None,0,0,None,40,77,77,AB_085_1,190871,193051,189581,194425,190533,187065,189156,194732,190347,19966,19583,4789,6247,0,0,0,None,26,32,30,26,23984,Management System - Direct Stop
11819,None,0,0,None,37,87,87,AB_034_1,171001,170488,171006,168836,168008,168231,169659,170330,154491,14451,14183,4727,6176,0,0,1,None,25,32,30,26,12578,Management System - Direct Stop
11997,None,0,0,None,38,85,85,AB_110_1,202213,202444,201056,203516,200824,201982,201519,204277,201796,1787,1620,4734,6243,0,0,1,None,23,32,31,25,1365,Management System - Direct Stop
8570,None,5000,5000,None,32,84,84,AB_102_1,188650,184710,189414,188322,185317,186200,187779,180388,188196,667,625,3571,4639,0,0,0,None,25,30,30,27,500,Management System - Direct Stop
11756,None,0,0,None,42,72,72,AB_037_1,186676,190205,0,186000,186950,186396,152913,188038,186187,19892,19432,3951,5160,0,0,0,None,24,31,30,25,23461,Management System - Direct Stop
10624,None,16000,29000,None,40,82,82,AB_052_1,197286,196796,198735,0,197977,195936,196303,197086,197435,17046,16557,4257,5550,0,0,1,None,23,32,29,26,17554,Management System - Direct Stop
11555,None,0,0,None,42,82,82,AB_088_1,204196,202529,203459,196812,205754,202524,205738,202545,203618,19817,19510,4619,6070,0,0,1,None,27,32,31,26,22736,Management System - Direct Stop
11959,None,30000,30000,None,40,84,84,AB_018_1,194678,195041,193771,192845,193707,191152,194224,5674889,194785,2743,2623,4793,6274,0,0,0,None,25,31,29,26,2117,Management System - Direct Stop
11548,None,0,0,None,40,74,74,AB_009_1,216013,202136,2428913,211202,212708,208126,211353,213644,212943,20131,19780,4644,6090,0,0,1,None,26,32,31,25,24266,Management System - Direct Stop
